station,valid,tmpc,relh,drct,sknt,mslp,p01m
AMW,2019-01-02 11:05,M,M,180.00,11.00,M,M
AMW,2019-01-02 11:10,M,M,200.00,10.00,M,M
AMW,2019-01-02 11:15,M,M,210.00,13.00,M,M
AMW,2019-01-02 11:20,M,M,210.00,10.00,M,M
AMW,2019-01-02 11:25,M,M,200.00,11.00,M,M
AMW,2019-01-02 11:30,M,M,200.00,11.00,M,M
AMW,2019-01-02 11:35,M,M,200.00,9.00,M,M
AMW,2019-01-02 11:45,M,M,200.00,11.00,M,M
AMW,2019-01-02 11:50,M,M,200.00,12.00,M,M
AMW,2019-01-02 11:53,-7.78,80.09,200.00,11.00,1021.70,0.00
AMW,2019-01-02 11:55,M,M,190.00,11.00,M,M
AMW,2019-01-02 12:00,M,M,190.00,10.00,M,M
AMW,2019-01-02 12:05,M,M,190.00,11.00,M,M
AMW,2019-01-02 12:10,M,M,200.00,8.00,M,M
AMW,2019-01-02 12:15,M,M,200.00,10.00,M,M
AMW,2019-01-02 12:16,-7.78,80.09,200.00,10.00,M,0.00
AMW,2019-01-02 12:20,M,M,200.00,10.00,M,M
AMW,2019-01-02 12:25,M,M,200.00,9.00,M,M
AMW,2019-01-02 12:30,M,M,200.00,9.00,M,M
AMW,2019-01-02 12:35,M,M,190.00,9.00,M,M
AMW,2019-01-02 12:40,M,M,190.00,10.00,M,M
AMW,2019-01-02 12:45,M,M,200.00,10.00,M,M
AMW,2019-01-02 12:50,M,M,200.00,11.00,M,M
AMW,2019-01-02 12:53,-7.78,80.09,210.00,12.00,1022.10,0.00
AMW,2019-01-02 12:55,M,M,210.00,12.00,M,M
AMW,2019-01-02 13:00,M,M,210.00,12.00,M,M
AMW,2019-01-02 13:05,M,M,200.00,13.00,M,M
AMW,2019-01-02 13:10,M,M,200.00,11.00,M,M
AMW,2019-01-02 13:15,M,M,210.00,13.00,M,M
AMW,2019-01-02 13:20,M,M,210.00,12.00,M,M
AMW,2019-01-02 13:25,M,M,200.00,13.00,M,M
AMW,2019-01-02 13:30,M,M,210.00,11.00,M,M
AMW,2019-01-02 13:35,M,M,210.00,12.00,M,M
AMW,2019-01-02 13:40,M,M,210.00,12.00,M,M
AMW,2019-01-02 13:45,M,M,M,14.00,M,M
AMW,2019-01-02 13:50,M,M,220.00,13.00,M,M
AMW,2019-01-02 13:53,-7.22,80.52,220.00,13.00,1022.50,0.00
AMW,2019-01-02 13:55,M,M,220.00,11.00,M,M
AMW,2019-01-02 14:00,M,M,220.00,10.00,M,M
AMW,2019-01-02 14:05,M,M,220.00,11.00,M,M
AMW,2019-01-02 14:10,M,M,210.00,12.00,M,M
AMW,2019-01-02 14:15,M,M,220.00,14.00,M,M
AMW,2019-01-02 14:20,M,M,220.00,16.00,M,M
AMW,2019-01-02 14:25,M,M,220.00,15.00,M,M
AMW,2019-01-02 14:30,M,M,210.00,13.00,M,M
AMW,2019-01-02 14:35,M,M,210.00,11.00,M,M
AMW,2019-01-02 14:40,M,M,210.00,12.00,M,M
AMW,2019-01-02 14:45,M,M,200.00,14.00,M,M
AMW,2019-01-02 14:50,M,M,210.00,15.00,M,M
AMW,2019-01-02 14:53,-7.22,80.52,210.00,12.00,1021.80,0.00
AMW,2019-01-02 14:55,M,M,210.00,15.00,M,M
AMW,2019-01-02 15:00,M,M,210.00,14.00,M,M
AMW,2019-01-02 15:05,M,M,210.00,14.00,M,M
AMW,2019-01-02 15:10,M,M,210.00,11.00,M,M
AMW,2019-01-02 15:15,M,M,210.00,13.00,M,M
AMW,2019-01-02 15:20,M,M,210.00,12.00,M,M
AMW,2019-01-02 15:25,M,M,220.00,13.00,M,M
AMW,2019-01-02 15:30,M,M,220.00,14.00,M,M
AMW,2019-01-02 15:35,M,M,210.00,15.00,M,M
AMW,2019-01-02 15:40,M,M,210.00,13.00,M,M
AMW,2019-01-02 15:45,M,M,210.00,12.00,M,M
AMW,2019-01-02 15:50,M,M,200.00,15.00,M,M
AMW,2019-01-02 15:53,-6.72,77.48,210.00,14.00,1020.60,0.00
AMW,2019-01-02 15:55,M,M,210.00,15.00,M,M
AMW,2019-01-02 16:00,M,M,210.00,13.00,M,M
AMW,2019-01-02 16:05,M,M,210.00,17.00,M,M
AMW,2019-01-02 16:10,M,M,210.00,14.00,M,M
AMW,2019-01-02 16:15,M,M,210.00,14.00,M,M
AMW,2019-01-02 16:20,M,M,200.00,15.00,M,M
AMW,2019-01-02 16:25,M,M,210.00,17.00,M,M
AMW,2019-01-02 16:30,M,M,210.00,17.00,M,M
AMW,2019-01-02 16:35,M,M,210.00,17.00,M,M
AMW,2019-01-02 16:40,M,M,210.00,16.00,M,M
AMW,2019-01-02 16:45,M,M,200.00,18.00,M,M
AMW,2019-01-02 16:50,M,M,220.00,18.00,M,M
AMW,2019-01-02 16:53,-5.00,67.96,210.00,15.00,1019.40,0.00
AMW,2019-01-02 16:55,M,M,210.00,14.00,M,M
AMW,2019-01-02 17:00,M,M,210.00,18.00,M,M
AMW,2019-01-02 17:05,M,M,200.00,15.00,M,M
AMW,2019-01-02 17:10,M,M,200.00,15.00,M,M
AMW,2019-01-02 17:15,M,M,200.00,17.00,M,M
AMW,2019-01-02 17:20,M,M,200.00,18.00,M,M
AMW,2019-01-02 17:25,M,M,200.00,17.00,M,M
AMW,2019-01-02 17:30,M,M,210.00,17.00,M,M
AMW,2019-01-02 17:35,M,M,210.00,17.00,M,M
AMW,2019-01-02 17:40,M,M,210.00,15.00,M,M
AMW,2019-01-02 17:45,M,M,220.00,15.00,M,M
AMW,2019-01-02 17:50,M,M,210.00,17.00,M,M
AMW,2019-01-02 17:53,-3.28,62.65,210.00,17.00,1017.50,0.00
AMW,2019-01-02 17:55,M,M,220.00,15.00,M,M
AMW,2019-01-02 18:00,M,M,210.00,18.00,M,M
AMW,2019-01-02 18:05,M,M,210.00,17.00,M,M
AMW,2019-01-02 18:10,M,M,230.00,17.00,M,M
AMW,2019-01-02 18:15,M,M,220.00,15.00,M,M
AMW,2019-01-02 18:20,M,M,220.00,19.00,M,M
AMW,2019-01-02 18:25,M,M,220.00,19.00,M,M
AMW,2019-01-02 18:30,M,M,220.00,16.00,M,M
AMW,2019-01-02 18:35,M,M,230.00,16.00,M,M
AMW,2019-01-02 18:40,M,M,220.00,13.00,M,M
AMW,2019-01-02 18:45,M,M,220.00,19.00,M,M
AMW,2019-01-02 18:50,M,M,230.00,17.00,M,M
AMW,2019-01-02 18:53,-1.72,58.06,230.00,17.00,1016.80,0.00
AMW,2019-01-02 18:55,M,M,230.00,16.00,M,M
AMW,2019-01-02 19:00,M,M,230.00,17.00,M,M
AMW,2019-01-02 19:05,M,M,230.00,14.00,M,M
AMW,2019-01-02 19:10,M,M,230.00,17.00,M,M
AMW,2019-01-02 19:15,M,M,230.00,15.00,M,M
AMW,2019-01-02 19:20,M,M,240.00,15.00,M,M
AMW,2019-01-02 19:25,M,M,240.00,18.00,M,M
AMW,2019-01-02 19:30,M,M,240.00,15.00,M,M
AMW,2019-01-02 19:35,M,M,240.00,16.00,M,M
AMW,2019-01-02 19:40,M,M,230.00,15.00,M,M
AMW,2019-01-02 19:45,M,M,230.00,16.00,M,M
AMW,2019-01-02 19:50,M,M,230.00,13.00,M,M
AMW,2019-01-02 19:53,0.00,55.82,230.00,14.00,1016.40,0.00
AMW,2019-01-02 20:00,M,M,230.00,14.00,M,M
AMW,2019-01-02 20:05,M,M,220.00,13.00,M,M
AMW,2019-01-02 20:10,M,M,230.00,13.00,M,M
AMW,2019-01-02 20:15,M,M,230.00,12.00,M,M
AMW,2019-01-02 20:20,M,M,230.00,14.00,M,M
AMW,2019-01-02 20:25,M,M,220.00,15.00,M,M
AMW,2019-01-02 20:30,M,M,230.00,13.00,M,M
AMW,2019-01-02 20:35,M,M,230.00,13.00,M,M
AMW,2019-01-02 20:40,M,M,230.00,14.00,M,M
AMW,2019-01-02 20:45,M,M,230.00,15.00,M,M
AMW,2019-01-02 20:50,M,M,230.00,13.00,M,M
AMW,2019-01-02 20:53,0.61,53.41,230.00,13.00,1016.00,0.00
AMW,2019-01-02 20:55,M,M,220.00,13.00,M,M
AMW,2019-01-02 21:00,M,M,220.00,14.00,M,M
AMW,2019-01-02 21:05,M,M,230.00,11.00,M,M
AMW,2019-01-02 21:10,M,M,240.00,13.00,M,M
AMW,2019-01-02 21:15,M,M,240.00,12.00,M,M
AMW,2019-01-02 21:20,M,M,230.00,12.00,M,M
AMW,2019-01-02 21:25,M,M,230.00,11.00,M,M
AMW,2019-01-02 21:30,M,M,240.00,12.00,M,M
AMW,2019-01-02 21:35,M,M,230.00,12.00,M,M
AMW,2019-01-02 21:40,M,M,230.00,9.00,M,M
AMW,2019-01-02 21:45,M,M,230.00,12.00,M,M
AMW,2019-01-02 21:50,M,M,230.00,10.00,M,M
AMW,2019-01-02 21:53,0.61,55.75,230.00,8.00,1015.90,0.00
AMW,2019-01-02 21:55,M,M,230.00,10.00,M,M
AMW,2019-01-02 22:00,M,M,230.00,11.00,M,M
AMW,2019-01-02 22:05,M,M,220.00,11.00,M,M
AMW,2019-01-02 22:10,M,M,230.00,11.00,M,M
AMW,2019-01-02 22:20,M,M,220.00,10.00,M,M
AMW,2019-01-02 22:25,M,M,220.00,10.00,M,M
AMW,2019-01-02 22:30,M,M,220.00,10.00,M,M
AMW,2019-01-02 22:35,M,M,220.00,9.00,M,M
AMW,2019-01-02 22:40,M,M,220.00,8.00,M,M
AMW,2019-01-02 22:45,M,M,220.00,9.00,M,M
AMW,2019-01-02 22:50,M,M,220.00,9.00,M,M
AMW,2019-01-02 22:53,-1.11,65.66,210.00,10.00,1016.20,0.00
AMW,2019-01-02 23:00,M,M,210.00,11.00,M,M
AMW,2019-01-02 23:05,M,M,220.00,11.00,M,M
AMW,2019-01-02 23:10,M,M,220.00,10.00,M,M
AMW,2019-01-02 23:15,M,M,220.00,8.00,M,M
AMW,2019-01-02 23:25,M,M,210.00,7.00,M,M
AMW,2019-01-02 23:30,M,M,210.00,7.00,M,M
AMW,2019-01-02 23:40,M,M,210.00,7.00,M,M
AMW,2019-01-02 23:45,M,M,210.00,6.00,M,M
AMW,2019-01-02 23:50,M,M,210.00,6.00,M,M
AMW,2019-01-02 23:53,-3.28,77.06,210.00,6.00,1016.60,0.00
AMW,2019-01-02 23:55,M,M,210.00,6.00,M,M
AMW,2019-01-03 00:00,M,M,210.00,6.00,M,M
AMW,2019-01-03 00:05,M,M,210.00,5.00,M,M
AMW,2019-01-03 00:10,M,M,210.00,5.00,M,M
AMW,2019-01-03 00:15,M,M,200.00,4.00,M,M
AMW,2019-01-03 00:20,M,M,200.00,4.00,M,M
AMW,2019-01-03 00:25,M,M,210.00,5.00,M,M
AMW,2019-01-03 00:30,M,M,210.00,5.00,M,M
AMW,2019-01-03 00:35,M,M,220.00,6.00,M,M
AMW,2019-01-03 00:40,M,M,210.00,6.00,M,M
AMW,2019-01-03 00:45,M,M,210.00,6.00,M,M
AMW,2019-01-03 00:50,M,M,210.00,6.00,M,M
AMW,2019-01-03 00:53,-4.39,80.59,210.00,6.00,1017.50,0.00
AMW,2019-01-03 00:55,M,M,210.00,6.00,M,M
AMW,2019-01-03 01:05,M,M,220.00,7.00,M,M
AMW,2019-01-03 01:10,M,M,210.00,8.00,M,M
AMW,2019-01-03 01:15,M,M,210.00,8.00,M,M
AMW,2019-01-03 01:20,M,M,210.00,7.00,M,M
AMW,2019-01-03 01:25,M,M,220.00,8.00,M,M
AMW,2019-01-03 01:30,M,M,220.00,8.00,M,M
AMW,2019-01-03 01:35,M,M,220.00,8.00,M,M
AMW,2019-01-03 01:40,M,M,210.00,8.00,M,M
AMW,2019-01-03 01:45,M,M,210.00,9.00,M,M
AMW,2019-01-03 01:50,M,M,210.00,9.00,M,M
AMW,2019-01-03 01:53,-3.89,77.62,220.00,9.00,1017.50,0.00
AMW,2019-01-03 01:55,M,M,220.00,9.00,M,M
AMW,2019-01-03 02:00,M,M,220.00,10.00,M,M
AMW,2019-01-03 02:05,M,M,210.00,10.00,M,M
AMW,2019-01-03 02:10,M,M,210.00,9.00,M,M
AMW,2019-01-03 02:15,M,M,220.00,10.00,M,M
AMW,2019-01-03 02:20,M,M,220.00,10.00,M,M
AMW,2019-01-03 02:25,M,M,220.00,11.00,M,M
AMW,2019-01-03 02:30,M,M,220.00,10.00,M,M
AMW,2019-01-03 02:35,M,M,220.00,10.00,M,M
AMW,2019-01-03 02:40,M,M,220.00,9.00,M,M
AMW,2019-01-03 02:45,M,M,220.00,9.00,M,M
AMW,2019-01-03 02:50,M,M,220.00,9.00,M,M
AMW,2019-01-03 02:53,-3.28,74.16,230.00,9.00,1017.20,0.00
AMW,2019-01-03 03:00,M,M,230.00,9.00,M,M
AMW,2019-01-03 03:05,M,M,230.00,8.00,M,M
AMW,2019-01-03 03:10,M,M,240.00,8.00,M,M
AMW,2019-01-03 03:15,M,M,230.00,8.00,M,M
AMW,2019-01-03 03:20,M,M,240.00,7.00,M,M
AMW,2019-01-03 03:25,M,M,230.00,8.00,M,M
AMW,2019-01-03 03:30,M,M,230.00,9.00,M,M
AMW,2019-01-03 03:35,M,M,240.00,8.00,M,M
AMW,2019-01-03 03:40,M,M,230.00,8.00,M,M
AMW,2019-01-03 03:45,M,M,230.00,7.00,M,M
AMW,2019-01-03 03:50,M,M,230.00,8.00,M,M
AMW,2019-01-03 03:53,-3.89,74.36,230.00,8.00,1016.90,0.00
AMW,2019-01-03 03:55,M,M,230.00,9.00,M,M
AMW,2019-01-03 04:00,M,M,230.00,9.00,M,M
AMW,2019-01-03 04:05,M,M,230.00,8.00,M,M
AMW,2019-01-03 04:10,M,M,230.00,9.00,M,M
AMW,2019-01-03 04:15,M,M,230.00,9.00,M,M
AMW,2019-01-03 04:20,M,M,230.00,9.00,M,M
AMW,2019-01-03 04:25,M,M,230.00,8.00,M,M
AMW,2019-01-03 04:30,M,M,230.00,8.00,M,M
AMW,2019-01-03 04:35,M,M,240.00,7.00,M,M
AMW,2019-01-03 04:40,M,M,240.00,8.00,M,M
AMW,2019-01-03 04:45,M,M,240.00,8.00,M,M
AMW,2019-01-03 04:50,M,M,240.00,7.00,M,M
AMW,2019-01-03 04:53,-5.00,80.85,230.00,7.00,1016.70,0.00
AMW,2019-01-03 04:55,M,M,230.00,6.00,M,M
AMW,2019-01-03 05:00,M,M,230.00,7.00,M,M
AMW,2019-01-03 05:05,M,M,240.00,7.00,M,M
AMW,2019-01-03 05:10,M,M,240.00,7.00,M,M
AMW,2019-01-03 05:15,M,M,240.00,8.00,M,M
AMW,2019-01-03 05:20,M,M,240.00,7.00,M,M
AMW,2019-01-03 05:25,M,M,240.00,7.00,M,M
AMW,2019-01-03 05:30,M,M,250.00,5.00,M,M
AMW,2019-01-03 05:35,M,M,240.00,5.00,M,M
AMW,2019-01-03 05:45,M,M,230.00,7.00,M,M
AMW,2019-01-03 05:50,M,M,240.00,8.00,M,M
AMW,2019-01-03 05:53,-4.39,77.21,240.00,8.00,1016.20,0.00
AMW,2019-01-03 05:55,M,M,240.00,8.00,M,M
AMW,2019-01-03 06:00,M,M,240.00,9.00,M,M
AMW,2019-01-03 06:05,M,M,240.00,7.00,M,M
AMW,2019-01-03 06:10,M,M,240.00,8.00,M,M
AMW,2019-01-03 06:15,M,M,230.00,8.00,M,M
AMW,2019-01-03 06:20,M,M,230.00,7.00,M,M
AMW,2019-01-03 06:25,M,M,230.00,7.00,M,M
AMW,2019-01-03 06:30,M,M,230.00,7.00,M,M
AMW,2019-01-03 06:40,M,M,230.00,6.00,M,M
AMW,2019-01-03 06:45,M,M,240.00,5.00,M,M
AMW,2019-01-03 06:50,M,M,240.00,8.00,M,M
AMW,2019-01-03 06:53,-5.00,80.85,240.00,8.00,1016.70,0.00
AMW,2019-01-03 07:00,M,M,250.00,9.00,M,M
AMW,2019-01-03 07:05,M,M,250.00,8.00,M,M
AMW,2019-01-03 07:10,M,M,250.00,8.00,M,M
AMW,2019-01-03 07:15,M,M,260.00,8.00,M,M
AMW,2019-01-03 07:20,M,M,250.00,8.00,M,M
AMW,2019-01-03 07:25,M,M,260.00,8.00,M,M
AMW,2019-01-03 07:30,M,M,250.00,8.00,M,M
AMW,2019-01-03 07:35,M,M,250.00,8.00,M,M
AMW,2019-01-03 07:40,M,M,250.00,7.00,M,M
AMW,2019-01-03 07:45,M,M,240.00,5.00,M,M
AMW,2019-01-03 07:50,M,M,250.00,3.00,M,M
AMW,2019-01-03 07:53,-5.00,80.85,0.00,0.00,1016.30,0.00
AMW,2019-01-03 07:55,M,M,230.00,3.00,M,M
AMW,2019-01-03 08:00,M,M,0.00,0.00,M,M
AMW,2019-01-03 08:05,M,M,150.00,4.00,M,M
AMW,2019-01-03 08:10,M,M,170.00,4.00,M,M
AMW,2019-01-03 08:15,M,M,180.00,3.00,M,M
AMW,2019-01-03 08:20,M,M,150.00,4.00,M,M
AMW,2019-01-03 08:25,M,M,160.00,5.00,M,M
AMW,2019-01-03 08:30,M,M,170.00,4.00,M,M
AMW,2019-01-03 08:35,M,M,190.00,5.00,M,M
AMW,2019-01-03 08:40,M,M,160.00,3.00,M,M
AMW,2019-01-03 08:45,M,M,0.00,0.00,M,M
AMW,2019-01-03 08:50,M,M,0.00,0.00,M,M
AMW,2019-01-03 08:53,-5.61,81.46,200.00,3.00,1016.60,0.00
AMW,2019-01-03 08:55,M,M,190.00,3.00,M,M
AMW,2019-01-03 09:00,M,M,0.00,0.00,M,M
AMW,2019-01-03 09:05,M,M,0.00,0.00,M,M
AMW,2019-01-03 09:10,M,M,0.00,0.00,M,M
AMW,2019-01-03 09:20,M,M,0.00,0.00,M,M
AMW,2019-01-03 09:30,M,M,160.00,4.00,M,M
AMW,2019-01-03 09:35,M,M,170.00,4.00,M,M
AMW,2019-01-03 09:40,M,M,170.00,3.00,M,M
AMW,2019-01-03 09:45,M,M,180.00,5.00,M,M
AMW,2019-01-03 09:50,M,M,180.00,5.00,M,M
AMW,2019-01-03 09:53,-6.72,84.55,190.00,5.00,1016.20,0.00
AMW,2019-01-03 09:55,M,M,190.00,4.00,M,M
AMW,2019-01-03 10:00,M,M,190.00,5.00,M,M
AMW,2019-01-03 10:05,M,M,190.00,6.00,M,M
AMW,2019-01-03 10:10,M,M,190.00,7.00,M,M
AMW,2019-01-03 10:20,M,M,200.00,6.00,M,M
AMW,2019-01-03 10:25,M,M,190.00,6.00,M,M
AMW,2019-01-03 10:30,M,M,190.00,5.00,M,M
AMW,2019-01-03 10:35,M,M,190.00,5.00,M,M
AMW,2019-01-03 10:40,M,M,200.00,6.00,M,M
AMW,2019-01-03 10:45,M,M,200.00,6.00,M,M
AMW,2019-01-03 10:50,M,M,190.00,6.00,M,M
AMW,2019-01-03 10:53,-5.61,84.68,190.00,5.00,1015.70,0.00
AMW,2019-01-03 10:55,M,M,200.00,4.00,M,M
AMW,2019-01-03 11:10,M,M,190.00,5.00,M,M
AMW,2019-01-03 11:15,M,M,190.00,3.00,M,M
AMW,2019-01-03 11:25,M,M,180.00,5.00,M,M
AMW,2019-01-03 11:30,M,M,180.00,5.00,M,M
AMW,2019-01-03 11:35,M,M,190.00,7.00,M,M
AMW,2019-01-03 11:40,M,M,190.00,6.00,M,M
AMW,2019-01-03 11:45,M,M,180.00,6.00,M,M
AMW,2019-01-03 11:50,M,M,190.00,6.00,M,M
AMW,2019-01-03 11:53,-5.61,84.68,200.00,6.00,1015.50,0.00
AMW,2019-01-03 11:55,M,M,200.00,6.00,M,M
AMW,2019-01-03 12:00,M,M,190.00,5.00,M,M
AMW,2019-01-03 12:05,M,M,190.00,5.00,M,M
AMW,2019-01-03 12:10,M,M,190.00,6.00,M,M
AMW,2019-01-03 12:15,M,M,190.00,6.00,M,M
AMW,2019-01-03 12:20,M,M,190.00,6.00,M,M
AMW,2019-01-03 12:25,M,M,190.00,5.00,M,M
AMW,2019-01-03 12:30,M,M,190.00,6.00,M,M
AMW,2019-01-03 12:35,M,M,190.00,6.00,M,M
AMW,2019-01-03 12:40,M,M,190.00,6.00,M,M
AMW,2019-01-03 12:45,M,M,190.00,5.00,M,M
AMW,2019-01-03 12:50,M,M,190.00,4.00,M,M
AMW,2019-01-03 12:53,-5.00,80.85,180.00,4.00,1015.10,0.00
AMW,2019-01-03 13:00,M,M,180.00,5.00,M,M
AMW,2019-01-03 13:05,M,M,190.00,4.00,M,M
AMW,2019-01-03 13:10,M,M,200.00,5.00,M,M
AMW,2019-01-03 13:15,M,M,200.00,4.00,M,M
AMW,2019-01-03 13:20,M,M,220.00,4.00,M,M
AMW,2019-01-03 13:25,M,M,210.00,4.00,M,M
AMW,2019-01-03 13:30,M,M,190.00,7.00,M,M
AMW,2019-01-03 13:35,M,M,210.00,7.00,M,M
AMW,2019-01-03 13:40,M,M,200.00,8.00,M,M
AMW,2019-01-03 13:45,M,M,200.00,9.00,M,M
AMW,2019-01-03 13:50,M,M,200.00,7.00,M,M
AMW,2019-01-03 13:53,-4.39,77.21,200.00,6.00,1015.40,0.00
AMW,2019-01-03 13:55,M,M,200.00,5.00,M,M
AMW,2019-01-03 14:00,M,M,210.00,5.00,M,M
AMW,2019-01-03 14:05,M,M,200.00,6.00,M,M
AMW,2019-01-03 14:10,M,M,200.00,6.00,M,M
AMW,2019-01-03 14:15,M,M,210.00,5.00,M,M
AMW,2019-01-03 14:20,M,M,220.00,6.00,M,M
AMW,2019-01-03 14:25,M,M,210.00,5.00,M,M
AMW,2019-01-03 14:30,M,M,210.00,6.00,M,M
AMW,2019-01-03 14:35,M,M,210.00,6.00,M,M
AMW,2019-01-03 14:40,M,M,210.00,5.00,M,M
AMW,2019-01-03 14:45,M,M,220.00,6.00,M,M
AMW,2019-01-03 14:50,M,M,220.00,7.00,M,M
AMW,2019-01-03 14:53,-2.78,74.25,220.00,6.00,1016.00,0.00
AMW,2019-01-03 14:55,M,M,210.00,6.00,M,M
AMW,2019-01-03 15:00,M,M,210.00,6.00,M,M
AMW,2019-01-03 15:05,M,M,210.00,7.00,M,M
AMW,2019-01-03 15:10,M,M,210.00,7.00,M,M
AMW,2019-01-03 15:15,M,M,210.00,7.00,M,M
AMW,2019-01-03 15:20,M,M,210.00,6.00,M,M
AMW,2019-01-03 15:25,M,M,220.00,5.00,M,M
AMW,2019-01-03 15:30,M,M,220.00,6.00,M,M
AMW,2019-01-03 15:35,M,M,220.00,6.00,M,M
AMW,2019-01-03 15:40,M,M,220.00,6.00,M,M
AMW,2019-01-03 15:45,M,M,220.00,7.00,M,M
AMW,2019-01-03 15:50,M,M,230.00,6.00,M,M
AMW,2019-01-03 15:53,-1.11,71.48,220.00,6.00,1016.10,0.00
AMW,2019-01-03 15:55,M,M,230.00,6.00,M,M
AMW,2019-01-03 16:00,M,M,230.00,6.00,M,M
AMW,2019-01-03 16:05,M,M,210.00,8.00,M,M
AMW,2019-01-03 16:10,M,M,220.00,8.00,M,M
AMW,2019-01-03 16:15,M,M,210.00,8.00,M,M
AMW,2019-01-03 16:20,M,M,210.00,10.00,M,M
AMW,2019-01-03 16:25,M,M,200.00,9.00,M,M
AMW,2019-01-03 16:30,M,M,200.00,10.00,M,M
AMW,2019-01-03 16:35,M,M,200.00,9.00,M,M
AMW,2019-01-03 16:40,M,M,200.00,13.00,M,M
AMW,2019-01-03 16:45,M,M,210.00,11.00,M,M
AMW,2019-01-03 16:50,M,M,200.00,11.00,M,M
AMW,2019-01-03 16:53,1.72,66.31,210.00,9.00,1014.90,0.00
AMW,2019-01-03 16:55,M,M,200.00,11.00,M,M
AMW,2019-01-03 17:00,M,M,220.00,9.00,M,M
AMW,2019-01-03 17:05,M,M,220.00,10.00,M,M
AMW,2019-01-03 17:10,M,M,220.00,8.00,M,M
AMW,2019-01-03 17:15,M,M,210.00,9.00,M,M
AMW,2019-01-03 17:20,M,M,210.00,9.00,M,M
AMW,2019-01-03 17:25,M,M,220.00,9.00,M,M
AMW,2019-01-03 17:30,M,M,200.00,8.00,M,M
AMW,2019-01-03 17:35,M,M,210.00,11.00,M,M
AMW,2019-01-03 17:40,M,M,210.00,11.00,M,M
AMW,2019-01-03 17:45,M,M,210.00,11.00,M,M
AMW,2019-01-03 17:50,M,M,210.00,12.00,M,M
AMW,2019-01-03 17:53,4.39,57.47,210.00,12.00,1014.10,0.00
AMW,2019-01-03 17:55,M,M,210.00,12.00,M,M
AMW,2019-01-03 18:00,M,M,220.00,10.00,M,M
AMW,2019-01-03 18:05,M,M,220.00,8.00,M,M
AMW,2019-01-03 18:10,M,M,220.00,8.00,M,M
AMW,2019-01-03 18:15,M,M,220.00,9.00,M,M
AMW,2019-01-03 18:20,M,M,210.00,10.00,M,M
AMW,2019-01-03 18:25,M,M,210.00,11.00,M,M
AMW,2019-01-03 18:30,M,M,220.00,10.00,M,M
AMW,2019-01-03 18:35,M,M,220.00,13.00,M,M
AMW,2019-01-03 18:40,M,M,210.00,14.00,M,M
AMW,2019-01-03 18:45,M,M,220.00,14.00,M,M
AMW,2019-01-03 18:50,M,M,210.00,12.00,M,M
AMW,2019-01-03 18:53,6.11,55.14,220.00,11.00,1013.10,0.00
AMW,2019-01-03 18:55,M,M,220.00,12.00,M,M
AMW,2019-01-03 19:00,M,M,220.00,13.00,M,M
AMW,2019-01-03 19:05,M,M,220.00,9.00,M,M
AMW,2019-01-03 19:10,M,M,210.00,9.00,M,M
AMW,2019-01-03 19:15,M,M,220.00,10.00,M,M
AMW,2019-01-03 19:20,M,M,210.00,11.00,M,M
AMW,2019-01-03 19:25,M,M,210.00,10.00,M,M
AMW,2019-01-03 19:30,M,M,210.00,11.00,M,M
AMW,2019-01-03 19:35,M,M,220.00,10.00,M,M
AMW,2019-01-03 19:40,M,M,220.00,10.00,M,M
AMW,2019-01-03 19:45,M,M,220.00,9.00,M,M
AMW,2019-01-03 19:53,8.28,51.58,220.00,11.00,1012.10,0.00
AMW,2019-01-03 19:55,M,M,220.00,10.00,M,M
AMW,2019-01-03 20:00,M,M,220.00,8.00,M,M
AMW,2019-01-03 20:05,M,M,220.00,7.00,M,M
AMW,2019-01-03 20:10,M,M,220.00,9.00,M,M
AMW,2019-01-03 20:15,M,M,220.00,10.00,M,M
AMW,2019-01-03 20:20,M,M,210.00,9.00,M,M
AMW,2019-01-03 20:25,M,M,210.00,9.00,M,M
AMW,2019-01-03 20:30,M,M,210.00,9.00,M,M
AMW,2019-01-03 20:35,M,M,230.00,9.00,M,M
AMW,2019-01-03 20:40,M,M,220.00,7.00,M,M
AMW,2019-01-03 20:45,M,M,220.00,6.00,M,M
AMW,2019-01-03 20:50,M,M,230.00,7.00,M,M
AMW,2019-01-03 20:53,8.89,51.34,220.00,7.00,1012.10,0.00
AMW,2019-01-03 20:55,M,M,220.00,8.00,M,M
AMW,2019-01-03 21:00,M,M,210.00,8.00,M,M
AMW,2019-01-03 21:05,M,M,220.00,8.00,M,M
AMW,2019-01-03 21:10,M,M,220.00,8.00,M,M
AMW,2019-01-03 21:15,M,M,220.00,7.00,M,M
AMW,2019-01-03 21:20,M,M,220.00,8.00,M,M
AMW,2019-01-03 21:25,M,M,220.00,8.00,M,M
AMW,2019-01-03 21:30,M,M,230.00,7.00,M,M
AMW,2019-01-03 21:35,M,M,230.00,7.00,M,M
AMW,2019-01-03 21:40,M,M,220.00,7.00,M,M
AMW,2019-01-03 21:45,M,M,220.00,7.00,M,M
AMW,2019-01-03 21:53,7.22,62.83,220.00,6.00,1012.10,0.00
AMW,2019-01-03 21:55,M,M,220.00,6.00,M,M
AMW,2019-01-03 22:00,M,M,220.00,7.00,M,M
AMW,2019-01-03 22:05,M,M,210.00,7.00,M,M
AMW,2019-01-03 22:10,M,M,220.00,7.00,M,M
AMW,2019-01-03 22:15,M,M,220.00,6.00,M,M
